"","pharm_id","name","state","county","call_made","survey_admin","notes","callback.notes","num_nonfunc","novax","callback","reached","waittime","shing_avail","shing_yes_txt","shing_no_txt","flu_avail","flu_yes_txt","flu_no_txt","hdflu_avail","hdflu_yes_txt","hdflu_no_txt","recommendation","waittime_sec","id","pharmtype","popestimate","FIPScode","age65plus_tot","prop_65plus","total_pop","total_white","median_income","FIPS code","nchs_code","region","pct_white","metro","inclusion"
"190",3096,"Wal-Mart Discount Pharmacy","KY","McCracken County","Y","Y","","",0,0,0,"Yes","0:41",1,NA,NA,1,NA,NA,1,NA,NA,NA,41,3096,"Chain",65418,21145,13308,0.20343025,65268,57125,46080,21145,5,"South",0.87523748238034,0,0
"191",544,"Menifee County Pharmacy","KY","Menifee County","Y","Y","no HD","",0,0,0,"Yes","0:05",1,NA,NA,1,NA,NA,0,NA,NA,"Our pharmacist recommends that she just get the regular shot",5,544,"Independent",6489,21165,1391,0.21436277,6443,6413,39325,21165,5,"South",0.995343783951575,0,0
"192",5535,"Pete's Pharmacy","LA","St. Helena Parish","Y","Y","","",0,0,0,"Yes","0:13",1,NA,NA,1,NA,NA,1,NA,NA,NA,13,5535,"Independent",10132,22091,2091,0.20637584,10297,4723,43886,22091,3,"South",0.458677284646013,1,0
"193",5255,"Britt's Pharmacy","LA","Tensas Parish","Y","N","no vax; can order shingles but don't do shots there","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5255,"Independent",4334,22107,1115,0.2572681,4561,1981,27500,22107,6,"South",0.434334575750932,0,2
"194",9433,"KVHC Pharmacy","ME","Aroostook County","Y","N","have shingles but no flu; said they don't administer vax in pharm","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9433,"Independent",67055,23003,16717,0.2493028,67809,65408,41123,23003,6,"Northeast",0.964591720863012,0,2
"195",3731,"Spruce Mountain Pharmacy","ME","Franklin County","Y","Y","","",0,0,0,"Yes","0:47",1,NA,NA,1,NA,NA,0,NA,"A lot of pharmacies are not going to have that","You can ask around ",47,3731,"Independent",30199,23007,6856,0.22702739,29982,29597,51422,23007,6,"Northeast",0.987158962043893,0,0
"196",1869,"Hannaford Food Pharmacy Dept.","ME","Kennebec County","Y","Y","","",0,0,0,"Yes","1:10",1,NA,NA,1,NA,NA,1,NA,NA,NA,70,1869,"Chain",122302,23011,25150,0.2056385,121753,118453,55365,23011,5,"Northeast",0.972895945069115,0,0
"197",1557,"Dirigo Drug","ME","Kennebec County","Y","N","busy; call back","2x",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1557,"Independent",122302,23011,25150,0.2056385,121753,118453,55365,23011,5,"Northeast",0.972895945069115,0,3
"198",7102,"Shaws-Osco Pharmacy Dept.","ME","Knox County","Y","Y","","",0,0,0,"Yes","0:50",1,"She'd need a prescription though",NA,1,NA,NA,1,"We do have some left now and probably won't get any more",NA,NA,50,7102,"Chain",39772,23013,10356,0.2603842,39759,38995,57751,23013,6,"Northeast",0.980784224955356,0,0
"199",8478,"The Pharmacy @ Pen Bay","ME","Knox County","Y","N","closes at 1pm; also appears to be at a medical center?...","",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8478,"Independent",39772,23013,10356,0.2603842,39759,38995,57751,23013,6,"Northeast",0.980784224955356,0,3
"200",7752,"Walgreen Drug Store","ME","Somerset County","Y","Y","","",0,0,0,"Yes","2:41",1,NA,NA,1,NA,NA,1,"Yes, we routinely have all of those in stock",NA,NA,161,7752,"Chain",50484,23025,10775,0.21343397,50520,49691,44256,23025,6,"Northeast",0.983590657165479,0,0
"201",7074,"Unity Pharmacy","ME","Waldo County","Y","Y","","",0,0,0,"Yes","0:05",1,NA,NA,1,NA,NA,1,NA,NA,NA,5,7074,"Independent",39715,23027,9261,0.23318645,39539,38722,51931,23027,6,"Northeast",0.979336857280154,0,0
"202",6948,"Beckman's Pharmacy","MD","Allegany County","Y","N","no vax","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6948,"Independent",70416,24001,14471,0.20550728,71445,64482,45893,24001,4,"South",0.902540415704388,1,2
"203",237,"CVS/Pharmacy","MD","Allegany County","Y","N","5 min wait","",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,"Chain",70416,24001,14471,0.20550728,71445,64482,45893,24001,4,"South",0.902540415704388,1,3
"204",5939,"Harris Teeter Pharmacy Dept.","MD","Talbot County","Y","Y","no reg","",0,0,0,"Yes","0:58",1,NA,NA,0,NA,"I only have high dose right now, no regular",1,NA,NA,NA,58,5939,"Chain",37181,24041,11057,0.29738307,37167,32142,73547,24041,5,"South",0.864799418839293,0,0
"205",3113,"Walgreen Drug Store","MA","Berkshire County","Y","Y","","",0,0,0,"Yes","2:36",1,NA,NA,1,NA,NA,1,NA,NA,NA,156,3113,"Chain",124944,25003,29923,0.2394913,126425,117803,59230,25003,4,"Northeast",0.931801463318173,1,0
"206",3285,"Leslie's Pharmacy","MA","Dukes County","Y","N","no vax","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3285,"Independent",17332,25007,4346,0.25075006,17312,15885,71811,25007,5,"Northeast",0.917571626617375,0,2
"207",3384,"Lakeland Pharmacy Shoppe","MI","Berrien County","Y","N","no vax; have shing but don't have or do flu","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3384,"Independent",153401,26021,31122,0.20288004,154133,125789,50795,26021,4,"Midwest",0.816106868743228,1,2
"208",8857,"Niles Wellcare Pharmacy","MI","Berrien County","Y","Y","","",0,0,0,"Yes","0:10",1,NA,NA,1,NA,NA,1,NA,NA,NA,10,8857,"Independent",153401,26021,31122,0.20288004,154133,125789,50795,26021,4,"Midwest",0.816106868743228,1,0
"209",8668,"Central Drug Store","MI","Charlevoix County","Y","Y","name and number change","",0,0,0,"Yes","0:29",1,NA,NA,1,NA,NA,0,NA,"We will have those in on Thursday",NA,29,8668,"Independent",26143,26029,6569,0.25127184,26188,25473,55760,26029,6,"Midwest",0.972697418665037,0,0
"210",6072,"Central Drug Store","MI","Charlevoix County","Y","Y","","",0,0,0,"Yes","0:20",1,NA,NA,1,NA,NA,1,NA,NA,NA,20,6072,"Independent",26143,26029,6569,0.25127184,26188,25473,55760,26029,6,"Midwest",0.972697418665037,0,0
"211",8359,"Family Fare Pharmacy Dept.","MI","Clare County","Y","Y","","",0,0,0,"Yes","1:10",1,NA,NA,1,NA,NA,1,"Yes but don't come in today - my computers are down. Come in later this week",NA,NA,70,8359,"Chain",30950,26035,7468,0.2412924,30651,30082,39565,26035,6,"Midwest",0.981436168477374,0,0
"212",4515,"Scheurer Family Pharmacy","MI","Huron County","","","","",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4515,"Independent",30981,26063,8034,0.25932023,31349,30808,48289,26063,6,"Midwest",0.982742671217583,0,3
"213",980,"Wal-Mart Discount Pharmacy","MI","Mason County","Y","Y","Walgreens; was busy so will call back","Y",0,0,0,"Yes","2:40",1,NA,NA,1,NA,NA,1,NA,NA,NA,160,980,"Chain",29144,26105,7069,0.24255422,28954,28005,51725,26105,5,"Midwest",0.967223872349244,0,0
"214",3857,"C E T Pharmacy","MI","Osceola County","Y","Y","Rite Aid instead","",0,0,0,"Yes","1:20",1,NA,NA,1,NA,NA,1,NA,NA,NA,80,3857,"Independent",23460,26133,5063,0.21581416,23290,22741,44032,26133,6,"Midwest",0.976427651352512,0,0
"215",1667,"McLean Pharmacy","MI","Presque Isle County","Y","Y","","",0,0,0,"Yes","0:05",1,NA,NA,1,NA,NA,1,NA,NA,NA,5,1667,"Independent",12592,26141,4095,0.32520649,12714,12471,47948,26141,6,"Midwest",0.980887210948561,0,0
"216",4346,"Hometown Pharmacy, Inc.","MI","Tuscola County","Y","Y","","",0,0,0,"Yes","0:40",1,NA,NA,1,NA,NA,1,"asked someone else there ""We still have Fluad, right?""",NA,NA,40,4346,"Chain",52245,26157,10880,0.2082496,52939,51827,49988,26157,6,"Midwest",0.978994692004005,0,0
"217",5382,"Lewis Drug Co.","MN","Big Stone County","Y","Y","","",0,0,0,"Yes","0:05",1,NA,NA,1,NA,NA,1,"The only stipulation is that she has to be in the care of a doctor here in Ortonville to get it",NA,NA,5,5382,"Chain",4991,27011,1339,0.26828292,4996,4969,53900,27011,6,"Midwest",0.994595676541233,0,0
"218",4664,"Essentia Health Pharmacy","MN","Cass County","Y","Y","","",0,0,0,"Yes","0:50",1,NA,NA,1,NA,NA,1,"Yes we do have some of those left",NA,NA,50,4664,"Chain",29779,27021,7887,0.26485106,29268,25367,52204,27021,5,"Midwest",0.866714500478338,0,0
"219",8356,"Essentia Health Pharmacy","MN","Crow Wing County","Y","Y","","",0,0,0,"Yes","0:40",1,NA,NA,1,NA,NA,1,NA,NA,NA,40,8356,"Chain",65055,27035,14946,0.22974406,64217,62657,56549,27035,5,"Midwest",0.97570736720806,0,0
"220",2713,"Essentia Health Pharmacy","MN","Crow Wing County","Y","Y","","",0,0,0,"Yes","0:20",1,NA,NA,1,NA,NA,1,"Yes we have a few shots left",NA,NA,20,2713,"Chain",65055,27035,14946,0.22974406,64217,62657,56549,27035,5,"Midwest",0.97570736720806,0,0
"221",7293,"OMC Chatfield Pharmacy","MN","Fillmore County","Y","N","no vax; they are doing shingles but this year they moved all the flu vaccination to the affiliated clinics","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7293,"Independent",21067,27045,4469,0.21213272,20949,20638,61207,27045,4,"Midwest",0.985154422645472,1,2
"222",3818,"Essentia Health Pharmacy","MN","Koochiching County","Y","Y","","",0,0,0,"Yes","0:43",1,NA,NA,1,NA,NA,1,NA,NA,NA,43,3818,"Chain",12229,27071,3264,0.26690653,12515,11891,50870,27071,6,"Midwest",0.950139832201358,0,0
"223",7023,"Warren Pharmacy","MN","Marshall County","Y","N","no vax; had shingles but don't administer shots on site","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7023,"Independent",9336,27089,2082,0.22300771,9372,9198,60118,27089,6,"Midwest",0.981434058898848,0,2
"224",2641,"Hy-Vee Pharmacy Dept.","MN","Martin County","Y","Y","","",0,0,0,NA,"1:00",1,NA,NA,1,NA,NA,1,NA,NA,NA,60,2641,"Chain",19683,27091,4747,0.24117258,19852,19400,52798,27091,6,"Midwest",0.977231513197663,0,0
"225",991,"Twin Valley Drug","MN","Norman County","Y","Y","","",0,0,0,"Yes","0:05",1,NA,NA,1,NA,NA,1,NA,NA,NA,5,991,"Independent",6375,27107,1370,0.21490195,6520,6213,55085,27107,6,"Midwest",0.952914110429448,0,0
"226",8620,"Thrifty White Drug","MN","Otter Tail County","Y","Y","","",0,0,0,"Yes","0:48",1,NA,NA,1,NA,NA,1,NA,NA,NA,48,8620,"Chain",58746,27111,14368,0.24457836,58195,56101,58682,27111,5,"Midwest",0.964017527278976,0,0
"227",7057,"Wal-Mart Discount Pharmacy","MN","Redwood County","Y","Y","","",0,0,0,"Yes","0:53",1,NA,NA,1,NA,NA,1,NA,NA,NA,53,7057,"Chain",15170,27127,3273,0.21575478,15261,13658,55404,27127,6,"Midwest",0.894961011729244,0,0
"228",4693,"Northland Pharmacy, Inc.","MN","St. Louis County","Y","Y","","",0,0,0,"Yes","0:33",1,NA,NA,1,NA,NA,1,"Let me check first because supply has been low",NA,NA,33,4693,"Independent",199070,27137,39916,0.20051238,199759,189583,55646,27137,3,"Midwest",0.949058615631836,1,0
"229",3610,"Essentia Health Pharmacy","MN","St. Louis County","Y","Y","","",0,0,0,"Yes","1:10",1,"Yes but you need an appointment",NA,1,NA,NA,1,"Yes we have quite a lot of that now",NA,NA,70,3610,"Chain",199070,27137,39916,0.20051238,199759,189583,55646,27137,3,"Midwest",0.949058615631836,1,0
"230",4865,"Walgreen Drug Store","MN","St. Louis County","","","this is a location in Virginia","",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4865,"Chain",199070,27137,39916,0.20051238,199759,189583,55646,27137,3,"Midwest",0.949058615631836,1,3
"231",9538,"Casey Drugs","MN","St. Louis County","Y","Y","","",0,0,0,"Yes","0:05",1,NA,NA,1,NA,NA,1,NA,NA,NA,5,9538,"Independent",199070,27137,39916,0.20051238,199759,189583,55646,27137,3,"Midwest",0.949058615631836,1,0
"232",4955,"Baron's Pharmacy","MN","St. Louis County","Y","Y","no vax","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4955,"Independent",199070,27137,39916,0.20051238,199759,189583,55646,27137,3,"Midwest",0.949058615631836,1,2
"233",9231,"Walgreen Drug Store","MN","St. Louis County","Y","Y","","",0,0,0,"Yes","1:35",1,NA,NA,1,NA,NA,1,NA,NA,NA,95,9231,"Chain",199070,27137,39916,0.20051238,199759,189583,55646,27137,3,"Midwest",0.949058615631836,1,0
"234",3518,"Frank's Pharmacy","MN","St. Louis County","Y","N","no vax; have shingles and flu vax there but don't give it on site","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3518,"Independent",199070,27137,39916,0.20051238,199759,189583,55646,27137,3,"Midwest",0.949058615631836,1,2
"235",5710,"Coborn's Pharmacy Dept.","MN","Todd County","Y","Y","","",0,0,0,"Yes","0:55",1,NA,NA,1,NA,NA,1,NA,NA,NA,55,5710,"Chain",24664,27153,5451,0.22101039,24494,23492,53585,27153,6,"Midwest",0.959092022536131,0,0
"236",2811,"Love's Pharmacy","MS","Carroll County","Y","Y","no HD","",0,0,0,"Yes","0:45",0,NA,"all out",1,NA,NA,0,NA,"We're still trying to get Medicare approved for this vaccine so we don't do it yet","I recommend she try another independent pharmacy like Polk's or just walk into Walmart",45,2811,"Independent",9947,28015,2412,0.24248517,10070,6566,46052,28015,5,"South",0.652035749751738,0,0
"237",3061,"Wal-Mart Discount Pharmacy","MS","Carroll County","Y","Y","","",0,0,0,"Yes","1:05",0,NA,"We have it but there's a waiting list",1,NA,NA,1,NA,NA,NA,65,3061,"Chain",9947,28015,2412,0.24248517,10070,6566,46052,28015,5,"South",0.652035749751738,0,0
"238",3418,"Waveland Pharmacy","MS","Hancock County","Y","N","no vax","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3418,"Independent",47632,28045,9842,0.2066258,46961,42382,48119,28045,3,"South",0.9024935584847,1,2
"239",9044,"Boring Rexall Drugs","MO","Benton County","Y","N","no vax","",0,1,0,"Yes","0:10",0,NA,NA,0,NA,NA,0,NA,NA,NA,10,9044,"Independent",19443,29015,6073,0.31234893,19107,18708,40249,29015,6,"Midwest",0.979117600879259,0,2
"240",2634,"Sinks Pharmacy","MO","Crawford County","Y","Y","""Town pharmacy""","",0,0,0,"Yes","0:30",1,NA,NA,1,NA,NA,1,"asked ""how old is she?""",NA,NA,30,2634,"Chain",23920,29055,4808,0.20100334,24154,23865,44438,29055,6,"Midwest",0.988035108056637,0,0
"241",5746,"Corner Drug Store","MO","Dallas County","Y","N","no vax; said to go to health department instead","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5746,"Independent",16878,29059,3507,0.20778528,16617,16247,43542,29059,3,"Midwest",0.977733646265872,1,2
"242",4621,"Vandivort Drug Store","MO","Dent County","Y","Y","","",0,0,0,"Yes","0:05",1,NA,NA,1,NA,NA,1,NA,NA,NA,5,4621,"Independent",15573,29065,3478,0.22333527,15545,15244,42100,29065,6,"Midwest",0.980636860726922,0,0
"243",704,"Sinks Pharmacy","MO","Maries County","Y","Y","","",0,0,0,"Yes","0:20",1,NA,NA,1,NA,NA,1,NA,NA,NA,20,704,"Chain",8697,29125,1916,0.22030586,8803,8591,47569,29125,6,"Midwest",0.975917300920141,0,0
"244",374,"Davidson Drug","MO","Oregon County","Y","N","no vax","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,"Independent",10529,29149,2496,0.23705955,10647,10359,33601,29149,6,"Midwest",0.972950126796281,0,2
"245",8694,"Lake Regional Pharmacy","MO","Taney County","Y","N","number didn't work","",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8694,"Independent",55928,29213,12379,0.22133815,55114,51713,46031,29213,5,"Midwest",0.938291541169213,0,1
"246",153,"Parkland Health Mart Pharmacy","MO","Wayne County","Y","y","no HD","",0,0,0,"Yes","0:40",1,NA,NA,1,NA,NA,0,NA,"We'll have that back in next week","If she wants to come in today I have a pharmacist who can give her the regular one - otherwise, we'll have the high dose one back in next week",40,153,"Independent",12873,29223,3131,0.24322225,13195,13049,34316,29223,6,"Midwest",0.988935202728306,0,0
"247",4325,"Alpine Compounding Apothecary","MT","Flathead County","N","N","don't do vax","",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4325,"Independent",103806,30029,20994,0.20224264,99899,96031,56182,30029,5,"West",0.96128089370264,0,1
"248",8803,"Mission Drug","MT","Lake County","Y","Y","slightly confusing - said they don't vaccinate but then said they DO have flu vax they can administer there","",0,1,0,"Yes","0:30",0,NA,"Not set up to do this one (?) but should be set up soon",1,NA,NA,0,NA,NA,"Didn't know ",30,8803,"Independent",30458,30047,6899,0.22650863,30013,22117,48829,30047,6,"West",0.73691400393163,0,2
"249",2226,"Safeway Pharmacy Dept.","MT","Lake County","Y","Y","","",0,0,0,"Yes","0:39",1,NA,NA,1,NA,NA,1,NA,NA,NA,39,2226,"Chain",30458,30047,6899,0.22650863,30013,22117,48829,30047,6,"West",0.73691400393163,0,0
"250",8911,"Olson's Drug Inc.","MT","Pondera County","Y","Y","","",0,0,0,"Yes","0:05",1,"Yes I give lots of those",NA,0,NA,"The health department had most of those and was the main one responsible for flu vaccination. They're stopping at the end of the month and then we'll have some flu vax. If you get it then you'll have two-season protection. ",0,NA,"No but we would have that one later","You can also go ahead and get the regular - I think CDC says that one is ok too",5,8911,"Independent",5911,30073,1216,0.20571816,5994,4975,51151,30073,6,"West",0.829996663329997,0,0
"251",4038,"Hilltop Drugs","NE","Antelope County","Y","Y","","",0,0,0,"Yes","0:05",1,NA,NA,1,NA,NA,1,NA,NA,NA,5,4038,"Independent",6298,31003,1515,0.24055256,6341,6192,49912,31003,6,"Midwest",0.976502129001735,0,0
"252",3340,"U-Save Pharmacy","NE","Hamilton County","Y","Y","","",0,0,0,"Yes","0:50",1,"Yes but she needs a prescription",NA,1,"Yes but we're running out",NA,1,"Yes but we are running out really fast",NA,NA,50,3340,"Independent",9324,31081,1904,0.2042042,9215,8992,64210,31081,4,"Midwest",0.975800325556158,1,0
"253",7623,"Manion's Drug Store","NE","Knox County","Y","Y","","",0,0,0,"Yes","0:20",1,"Yes but she needs a prescription",NA,1,NA,NA,1,NA,NA,NA,20,7623,"Independent",8332,31107,2115,0.25384063,8426,7495,52332,31107,6,"Midwest",0.8895086636601,0,0
"254",3771,"Fulmer Pharmacy","NE","Phelps County","Y","Y","no vax; said they could order shingrix though","",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3771,"Independent",9034,31137,1913,0.21175559,9100,8862,59040,31137,6,"Midwest",0.973846153846154,0,2
"255",8976,"Stockmens Drug","NE","Sheridan County","Y","Y","","",0,0,0,"Yes","0:05",1,NA,NA,1,NA,NA,0,NA,NA,"She could try the Gordon clinic and see if they have them",5,8976,"Independent",5246,31161,1401,0.26706061,5231,4550,45371,31161,6,"Midwest",0.869814567004397,0,0
"256",7160,"Charlies U-Save Pharmacy","NE","York County","Y","Y","","",0,0,0,"Yes","0:07",1,NA,NA,1,NA,NA,1,NA,NA,NA,7,7160,"Independent",13679,31185,2860,0.20907961,13745,13199,60298,31185,6,"Midwest",0.960276464168789,0,0
"257",5564,"Raley's Pharmacy Dept.","NV","Lyon County","Y","Y","","",0,0,0,"Yes","1:15",1,NA,NA,0,NA,NA,1,"I have a few high dose but I do not have the regular dose if you're under 65",NA,NA,75,5564,"Chain",57510,32019,12191,0.21198052,54380,48307,56875,32019,5,"West",0.888322912835601,0,0
"258",5750,"Silver Stage Pharmacy","NV","Lyon County","Y","Y","out of all three but they do vaccinate","",0,0,0,"Yes","0:29",0,NA,"All out this week",0,NA,NA,0,NA,NA,NA,29,5750,"Independent",57510,32019,12191,0.21198052,54380,48307,56875,32019,5,"West",0.888322912835601,0,0
"259",4009,"Safeway Pharmacy Dept.","NV","Mineral County","Y","Y","","",0,0,0,"Yes","1:15",1,NA,NA,1,NA,NA,1,NA,NA,NA,75,4009,"Chain",4505,32021,1145,0.25416204,4460,3176,35806,32021,6,"West",0.712107623318386,0,0
"260",1362,"CVS/Pharmacy","NV","Nye County","Y","N","","Y",0,0,0,"Yes","1:20",1,NA,NA,1,NA,NA,1,NA,NA,NA,80,1362,"Chain",46523,32023,14096,0.30298993,44380,38284,47300,32023,5,"West",0.862640829202343,0,0
"261",3163,"CVS/Pharmacy","NV","Carson City","Y","N","5 min wait","2x",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3163,"Chain",55916,32510,11573,0.20697117,54773,46157,55718,32510,4,"West",0.842696218939989,1,3
"262",7590,"Walgreen Drug Store","NH","Belknap County","Y","Y","","",0,0,0,"Yes","1:20",1,NA,NA,1,NA,NA,1,"Yes but we cannot give shingles and flu vax at the same time",NA,NA,80,7590,"Chain",61303,33001,13976,0.22798231,60887,59566,69447,33001,5,"Northeast",0.97830407147667,0,0
"263",5446,"Rite Aid Discount Pharmacy","NH","Belknap County","Y","Y","no HD","",0,0,0,NA,"1:05",1,NA,NA,1,NA,NA,0,NA,NA,"She can decide whether she wants a regular dose one sooner or if she wants to wait for the high dose. There's been high demand this year - we are not going to be getting anymore high dose",65,5446,"Chain",61303,33001,13976,0.22798231,60887,59566,69447,33001,5,"Northeast",0.97830407147667,0,0
"264",2424,"CVS/Pharmacy","NH","Carroll County","Y","Y","no regular","Y",0,0,0,"Yes","1:58",0,NA,"No we are all out today",0,NA,"Only have one for 65+",1,NA,NA,NA,118,2424,"Chain",48910,33003,14167,0.28965446,48138,47498,63153,33003,6,"Northeast",0.986704890107607,0,0
"265",1920,"Walgreen Drug Store","NH","Coos County","Y","Y","","",0,0,0,"Yes","1:11; then on hold for 5 min",1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1920,"Chain",31563,33007,7646,0.24224567,31741,30484,47117,33007,5,"Northeast",0.960398223118364,0,0
"266",3412,"Rite Aid Discount Pharmacy","NH","Grafton County","Y","Y","","",0,0,0,"Yes","1:10",1,NA,NA,1,NA,NA,1,NA,NA,NA,70,3412,"Chain",89886,33009,19181,0.21339253,89777,84716,63389,33009,5,"Northeast",0.94362698686746,0,0
"267",7454,"Wal-Mart Discount Pharmacy","NH","Sullivan County","Y","Y","","",0,0,0,"Yes","0:52",1,NA,NA,1,"I have the Flubok and the Fluzone for regular adults as well",NA,1,NA,NA,NA,52,7454,"Chain",43146,33019,9531,0.22090113,43104,42201,61312,33019,5,"Northeast",0.979050668151448,0,0
"268",7391,"CVS/Pharmacy","NJ","Cape May County","Y","Y","we don't know when we're getting it","",0,0,0,"Yes",NA,1,NA,NA,1,NA,NA,0,NA,"It's really funny cause I'm from Williamstown and up there they have all high dose and no regular, so it's hit or miss - we don't really know what we're getting.",NA,NA,7391,"Chain",92039,34009,25166,0.27342758,93086,86760,67074,34009,4,"Northeast",0.93204133811744,1,0
"269",7847,"Stop & Shop Pharmacy Dept.","NJ","Ocean County","Y","Y","","",0,0,0,"Yes","1:05",1,"There are two - you have to get them 4 months apart and bring in your receipt from the first one ",NA,1,NA,NA,1,NA,NA,NA,65,7847,"Chain",607186,34029,138328,0.22781816,596415,550898,70909,34029,2,"Northeast",0.923682335286671,1,0
"270",1455,"Walgreen Drug Store","NJ","Ocean County","Y","Y","","",0,0,0,"Yes","3:00",1,NA,NA,1,NA,NA,1,"Yes but only at certain hours and on certain days",NA,NA,180,1455,"Chain",607186,34029,138328,0.22781816,596415,550898,70909,34029,2,"Northeast",0.923682335286671,1,0
"271",8404,"Rite Aid Discount Pharmacy","NJ","Ocean County","Y","Y","no HD","",0,0,0,"Yes","1:30",1,NA,NA,1,NA,NA,0,NA,NA,"It's up to her - at this point in the season she could just get regular because I'm not sure when we'll have the senior one back in",90,8404,"Chain",607186,34029,138328,0.22781816,596415,550898,70909,34029,2,"Northeast",0.923682335286671,1,0
"272",4566,"Stop & Shop Pharmacy Dept.","NJ","Ocean County","Y","Y","","",0,0,0,"Yes","1:10",1,NA,NA,1,NA,NA,1,"Yes we have them both",NA,NA,70,4566,"Chain",607186,34029,138328,0.22781816,596415,550898,70909,34029,2,"Northeast",0.923682335286671,1,0
"273",3365,"Wal-Mart Discount Pharmacy","NJ","Ocean County","Y","Y","","",0,0,0,"Yes","0:51",1,NA,NA,1,NA,NA,1,NA,NA,NA,51,3365,"Chain",607186,34029,138328,0.22781816,596415,550898,70909,34029,2,"Northeast",0.923682335286671,1,0
"274",9522,"Wal-Mart Discount Pharmacy","NM","Luna County","Y","Y","","",0,0,0,"Yes","1:37",1,NA,NA,1,NA,NA,1,NA,NA,NA,97,9522,"Chain",23709,35029,5032,0.21224009,24083,22497,29360,35029,5,"West",0.934144417223768,0,0
"275",2779,"Sherman Pharmacy","NY","Chautauqua County","Y","Y","no HD","",0,0,0,"Yes","0:05",1,NA,NA,1,NA,NA,0,NA,NA,"It's better for her just to get one",5,2779,"Independent",126903,36013,26285,0.20712671,128496,120913,46820,36013,5,"Northeast",0.940986489851824,0,0
"276",6330,"Rite Aid Discount Pharmacy","NY","Chautauqua County","Y","Y","","",0,0,0,"Yes",NA,1,NA,NA,1,NA,NA,0,NA,NA,"Most places will be out of it but you can shop around - we do recommend still getting a flu shot so try other places first but if they don't have it just get regular",NA,6330,"Chain",126903,36013,26285,0.20712671,128496,120913,46820,36013,5,"Northeast",0.940986489851824,0,0
"277",4703,"Rite Aid Discount Pharmacy","NY","Chautauqua County","Y","Y","","",0,0,0,"Yes","1:10",1,NA,NA,1,NA,NA,1,NA,NA,NA,70,4703,"Chain",126903,36013,26285,0.20712671,128496,120913,46820,36013,5,"Northeast",0.940986489851824,0,0
"278",7837,"Tops Friendly Market Pharmacy Dept.","NY","Chautauqua County","Y","Y","","",0,0,0,"Yes","0:53",1,NA,NA,1,NA,NA,1,NA,NA,NA,53,7837,"Chain",126903,36013,26285,0.20712671,128496,120913,46820,36013,5,"Northeast",0.940986489851824,0,0
"279",5953,"Walgreen Drug Store","NY","Columbia County","Y","Y","","",0,0,0,"Yes","2:44",1,NA,NA,1,NA,NA,1,"Yes but we won't give it at the same time as shingles because of the side effects. There's a long wait now (5:24) but if you come later or tomorrow morning that'd be better. 45 min wait right now.",NA,NA,164,5953,"Chain",59461,36021,14500,0.24385732,60371,55080,66787,36021,5,"Northeast",0.912358582763247,0,0
"280",5959,"CVS/Pharmacy","NY","Fulton County","Y","Y","","",0,0,0,"Yes","3:01",1,NA,NA,1,NA,NA,1,NA,NA,NA,181,5959,"Chain",53383,36035,10752,0.20141244,53646,51401,50482,36035,5,"Northeast",0.958151586325169,0,0
"281",7502,"Naples Apothecary, Inc.","NY","Ontario County","Y","Y","","",0,0,0,"Yes","0:40",1,NA,NA,1,NA,NA,1,"Yes but we're low - we've only got about 7 left",NA,NA,40,7502,"Independent",109777,36069,22621,0.2060632,109511,103118,64944,36069,2,"Northeast",0.941622302782369,1,0
